,values
0,3.336558956055928e-10
1,0.029484618799289285
2,5.6919589205066066e-05
3,2.5940145138298285e-07
4,2.1824475684744839e-07
5,0.015161733818178504
6,0.015779285637327212
7,0.00028837122838910607
8,6.790177579906187e-05
9,5.938606583725355e-06
10,0.0006159764589152442
11,3.428425281914977e-07
12,0.9475577602619276
13,0.02326886719061911
14,0.03290920854428225
15,0.3068548063206415
16,3.8222687140734924e-05
17,1.8597254623173523e-10
18,5.502739926319675e-08
19,9.337184026070706e-07
20,4.398421802566847e-08
21,2.1053744122797135e-08
22,6.634171906307488e-05
23,2.479417564775638e-09
24,0.03128079710863844
25,6.3237486177450195e-06
26,9.41082759483293e-09
27,1.832988952370915e-09
28,4.113698803642689e-12
29,7.303933062946736e-09
30,0.21355469963996795
31,0.0025838449144741198
32,0.0002641975918017665
33,0.0036404904279686416
34,1.193892387242697e-06
35,0.04218760399752011
36,2.830097826164091e-06
37,0.00030033226755713226
38,0.9999999217436684
39,2.024391585908111e-09
40,1.6904495886994402e-09
41,8.919875056165701e-05
42,1.6482987750968715e-07
43,9.3358219539013e-07
44,1.1022031778806925e-05
45,0.9999999572636975
46,0.0011554397171584766
47,0.7027736191065626
48,4.237576462937417e-09
49,1.5324400558640298e-06
50,3.3438584287420935e-09
51,2.753305938644291e-08
52,4.888568528476095e-10
53,2.696374398190412e-10
54,1.772651908924509e-06
55,0.0002327795188837455
56,9.930521830833434e-13
57,3.0709500704912306e-05
58,5.483408401644723e-06
59,1.128678188212662e-09
60,1.0315758147269944e-08
61,2.44175751093263e-06
62,7.67739979628508e-08
63,0.999983560626117
64,4.642084326766181e-05
65,0.7151379474555363
66,2.9651403750821387e-06
67,4.553119309236996e-07
68,0.8515301141494426
69,0.9887895213318176
70,1.5956715221432278e-11
71,2.777945271027475e-08
72,6.475279313217463e-10
73,6.566501802516143e-05
74,8.71659574188824e-12
75,1.251617887274023e-07
76,1.4953346410397018e-10
77,0.999990133974916
78,0.0008096597747828866
79,1.0998848388608857e-08
80,8.461882999840651e-09
81,0.004991506609081277
82,0.0005332220057319082
83,0.00360257184968854
84,0.013766164617846377
85,1.3017006778061443e-07
86,4.549935875558673e-06
87,2.8684451720960423e-09
88,1.7553594212518426e-05
89,5.266802664363414e-09
90,6.138475457902445e-08
91,3.135170139480788e-07
92,6.402776390048313e-11
93,7.430306290355142e-05
94,5.169660718787643e-08
95,3.08176029076988e-07
96,0.03841325598406757
97,0.5847530340397364
98,0.0007955540962678675
99,2.9934797035044153e-06
100,0.0005689312677001791
101,6.57178008272418e-09
102,3.962247805075769e-11
103,6.59446504701965e-09
104,2.7614630183575834e-11
105,9.953784279628432e-08
106,2.0030806768874867e-05
107,6.655339118315542e-08
108,3.392674908553475e-07
109,3.817707290441295e-09
110,0.9999991608953106
111,2.369885276974689e-10
112,0.03248766758286964
113,2.634532559306868e-06
114,1.1496889869367702e-10
115,0.01966349264590497
116,1.2824729802924807e-14
117,1.688896129823935e-06
118,0.12154680490309139
119,0.9999601103497512
120,8.91814122390879e-07
121,1.9124223801899498e-07
122,5.690218276472571e-11
123,0.004819532587240121
124,0.0002419011418582378
125,2.557954589874786e-09
126,0.9975605807728098
127,2.747732167492326e-09
128,1.0670243789097945e-08
129,1.413422867221303e-15
130,6.212461044612465e-08
131,1.2430675244168668e-07
132,6.066572918288744e-14
133,0.00010588894450222056
134,3.055329743404236e-05
135,0.0014374568648345021
136,1.043632280573651e-08
137,1.0509333162636292e-06
138,0.08395013029387217
139,1.957840852736532e-05
140,3.4593846600893004e-08
141,0.009505173758350615
142,3.2122077114133537e-08
143,1.4670251294886647e-07
144,8.41239339974273e-05
145,0.0023601894977533836
146,4.118616259244488e-07
147,3.058220519846767e-05
148,9.892166394930285e-09
149,0.47234362185954587
150,2.422736811117502e-05
151,9.34227585214674e-05
152,0.5645410993289522
153,3.169540702073773e-10
154,6.103911066211198e-10
155,0.0015897144431338678
156,2.0572560264590787e-11
157,0.00037156097632717335
158,3.326278976659319e-08
159,1.3928961741137112e-12
160,9.643883349167216e-11
161,0.1028209343340217
162,0.9956445670013854
163,4.067940267859723e-07
164,1.6633215715733798e-07
165,0.9946167418642075
166,3.2126485501862066e-09
167,0.36166436391144907
168,6.647796559340884e-07
169,4.9329958767438144e-05
170,0.033727188390687064
171,3.5616804936640575e-05
172,0.017099593630885684
173,2.6979812628551853e-11
174,3.0379143216372495e-06
175,0.5650322640657278
176,0.02409628919909724
177,4.1808429581788227e-07
178,0.00021371679937028445
179,2.499164479447751e-05
180,0.00016051885896673133
181,3.2704949242904845e-06
182,1.2180899852577518e-12
183,5.648194778911046e-07
184,3.7472644930741988e-06
185,6.052068451322923e-09
186,0.015654486151388335
187,6.900833094157074e-08
188,3.895193555199427e-07
189,0.41442069751582394
190,2.5573493168553573e-08
191,2.4116803161940323e-09
192,2.2926917639426117e-06
193,1.1199665364362259e-12
194,2.0119634994296536e-09
195,3.7572489961392394e-11
196,2.16617664265026e-11
197,5.5149387166431076e-08
198,1.098063748894644e-05
199,1.6683243926291424e-08
200,2.5037917450285775e-07
201,2.4951053107018256e-12
202,4.776547423248777e-07
203,2.479787057623746e-08
204,8.657991610675522e-12
205,0.9095549624893652
206,1.118042870648693e-08
207,3.122212857435303e-11
208,0.0022218068052483357
209,5.656792020674517e-07
210,0.028615634455202623
211,1.148599258748905e-09
212,4.659784463317617e-05
213,0.9998634443056009
214,9.06261462513326e-13
215,1.659359064057773e-06
216,4.520582665745188e-06
217,7.323708832924305e-06
218,0.8964319911683419
219,0.14715630610815159
220,4.2485695693263466e-10
221,0.32939537424373255
222,0.006062907045159384
223,2.1629331415645453e-06
224,7.15310494810258e-08
225,5.980617617548259e-07
226,0.06702464709798214
227,2.8784442139672647e-09
228,2.0628496430820112e-07
229,2.384195444072173e-07
230,0.0006405301833961247
231,9.408703275380583e-13
232,1.5735037933992137e-09
233,1.1740860643286541e-11
234,1.0317230523240797e-10
235,0.8029513529474264
236,3.1648958009285765e-05
237,0.00034105321597131637
238,0.0011081178117500709
239,0.0008748413460248765
240,1.7247343016850995e-08
241,0.998436272635103
242,5.025247918582453e-09
243,0.0020034997060544403
244,6.489383715548259e-10
245,0.7309830266305861
246,0.0005522967807942477
247,2.7466456195914075e-07
248,0.00013700236150434146
249,0.0023076052418757403
250,1.4507819153192272e-05
251,0.0009752490385166727
252,9.329749317730082e-05
253,1.7031152681870096e-06
254,2.942251320909197e-06
255,1.0705524104633736e-08
256,1.8603432823438054e-08
257,0.6768297855428298
258,0.002720535329923687
259,0.0003110579561641716
260,0.0004415170451184024
261,9.693085299900335e-08
262,1.5589147894584873e-07
263,4.2717853522851196e-05
264,4.6912341272717205e-14
265,4.460025170836547e-09
266,0.987226633228378
267,6.4555548955377525e-06
268,8.826405850465111e-05
269,0.9987695302372017
270,1.0557071798551042e-08
271,5.841094031137073e-11
272,1.2610408483284124e-08
273,4.4228079201648296e-05
274,0.12701761992044946
275,0.8526046262035887
276,0.881553127866701
277,1.4224364324734335e-09
278,2.2603515622885318e-08
279,5.8855032944171914e-12
280,1.1277595140972457e-05
281,0.008121444415446875
282,9.070240425601147e-11
283,0.00459035713918382
284,0.00010758452126863361
285,1.1551114328041092e-05
286,6.383976888923633e-10
287,1.1342704010007948e-10
288,2.5321696242755026e-06
289,5.186247481156528e-05
290,0.7840389780420592
291,0.0031372326172006536
292,0.0006898049221242468
293,4.257228951496681e-09
294,6.90743110879836e-07
295,6.612721004042013e-06
296,3.4547365111819432e-06
297,2.6628093378686044e-06
298,3.4330608750555604e-10
299,0.0030649315022577787
300,7.57222293414045e-08
301,0.05555319635004962
302,0.8305007189334815
303,1.0358311274316907e-10
304,0.04097343808731289
305,0.0003958977673316092
306,0.327584777634654
307,0.017167975192951053
308,4.601513011077685e-08
309,0.9534423157906088
310,3.47783137455631e-09
311,0.001100340302766512
312,1.5423115772557084e-06
313,1.2190481956361436e-07
314,4.330325701140667e-07
315,0.006242298014524788
316,8.037962761239319e-12
317,3.899460439325748e-09
318,2.6983763029961666e-05
319,0.011162727531907078
320,0.004499319736904504
321,0.9989263883727613
322,8.205675405520836e-12
323,0.9999998633306384
324,0.0035217143304946703
325,1.4559296306215992e-05
326,0.932839129895575
327,0.007045633218274335
328,2.3726114965625173e-06
329,2.460921400858434e-09
330,1.3917726545619071e-06
331,8.482357342923993e-05
332,0.9880711647294796
333,0.01993670767327484
334,0.9911114703188807
335,0.03783645885186143
336,2.4689778619958156e-06
337,2.2270240974590593e-06
338,9.951537432450643e-09
339,4.022480354426046e-09
340,4.288980586472281e-05
341,2.4607575902252807e-05
342,0.6134668292280289
343,2.9253877803104435e-07
344,0.5026813976028034
345,1.706091763595827e-08
346,3.3404912112719734e-06
347,3.799995690810652e-07
348,1.951996464463224e-06
349,4.2127676124192706e-08
350,2.221340785461088e-08
351,1.4293057722849527e-09
352,7.235289686816077e-07
353,1.387825746321658e-13
354,1.6635791820944044e-05
355,0.007833123718834812
356,0.010399101439843732
357,0.0004249329530131212
358,7.456336548646631e-10
359,4.756285301172207e-09
360,0.0008569234984121131
361,0.9975764998055484
362,1.7826121906086527e-06
363,3.7276563864707793e-10
364,5.034667255728664e-10
365,6.334311509403374e-07
366,0.0007946833999403085
367,2.5943470350449177e-06
368,1.576610250159347e-11
369,2.8500032774210945e-09
370,0.00566658581574662
371,0.0009100519361140002
372,4.9815163858780555e-08
373,3.322541499854685e-08
374,2.516790763165947e-07
375,0.0013170095931329686
376,0.0002462098910209372
377,0.0009607082299590573
378,1.913335942170275e-10
379,0.9997006067031319
380,0.9931582509689288
381,0.008371673125481037
382,0.0005284968657902035
383,0.0005711746992628721
384,7.366449870931519e-10
385,1.1780950510358394e-05
386,0.00011356162407455297
387,0.0015573496106476411
388,4.62816135183617e-06
389,0.24236949556362572
390,2.7721967910566126e-07
391,0.0001334106418942951
392,2.1816160794913355e-08
393,1.9582618395512136e-06
394,6.311946689321796e-07
395,0.007609129316154816
396,5.077624394336095e-11
397,3.403892594328416e-10
398,0.9978005228289714
399,0.043531124012322515
400,1.600501695522857e-07
401,0.8805639384222598
402,0.0003312310547748444
403,1.1213679481352605e-07
404,0.2827826543191758
405,8.704660085186538e-06
406,3.985095356525816e-14
407,4.24827087670687e-06
408,1.1249714069889354e-09
409,2.24323854584734e-06
410,1.2136546581393438e-09
411,1.227751604397262e-05
412,1.0553208017312897e-05
413,0.0001566833163233446
414,8.539323183306804e-05
415,2.5507069853461296e-07
416,1.9662839608411262e-13
417,3.6049539307560976e-07
418,1.0837098314377833e-08
419,0.00010455872241562072
420,8.599673901324664e-10
421,3.5358629051251978e-09
422,1.3910521461769087e-07
423,7.568556838902113e-05
424,0.004160349802305436
425,0.983709220141619
426,4.4706287338133024e-08
427,2.8989296025367655e-08
428,5.929095791770776e-11
429,2.9215684437361287e-07
430,0.0005580533461456311
431,6.059781420175747e-10
432,0.2913379647124878
433,0.05847234263636219
434,1.7676598215363677e-07
435,1.9126355267937557e-08
436,4.430708773166511e-08
437,3.6617828102510076e-09
438,0.8035928524029182
439,2.9380249350073716e-10
440,0.9999371057664933
441,0.0073618824628381725
442,3.645908197849584e-05
443,7.650418136869148e-11
444,3.3508283082628795e-07
445,3.274197746082744e-09
446,8.8314618153108e-09
447,0.9477499388427402
448,0.20937279072019988
449,7.762017246556857e-10
450,2.1500813557969464e-06
451,0.9994678292591633
452,6.007806031093749e-05
453,1.0432631499436864e-07
454,5.337222201557275e-05
455,0.03487220324409318
456,0.0049609438030450495
457,2.165148680947727e-06
458,2.1941623896854757e-11
459,0.00027772886219072944
460,7.963536026988031e-11
461,3.1734103337956076e-05
462,0.0013677700793875522
463,0.10231341583540551
464,9.159132482972382e-11
465,0.967186824174788
466,4.6267259541679605e-11
467,8.610453460790246e-06
468,0.010905248385704395
469,3.96638044924855e-06
470,0.9891565906423423
471,8.804613995337794e-05
472,3.719948343427346e-08
473,6.290871350737526e-06
474,0.8297447613640249
475,0.008003305435019889
476,2.6857187887895557e-07
477,1.7039710024302473e-05
478,9.951624570260417e-08
479,0.002319098974666524
480,0.14209792040094582
481,0.012565037105260714
482,9.180176277882252e-10
483,1.1249522761622234e-07
484,0.0002215037095257465
485,9.157412689513086e-13
486,2.089425024796191e-13
487,2.863972230099004e-09
488,0.33167190077802344
489,4.806250484018887e-06
490,0.9992565881979734
491,2.802150474110896e-06
492,3.0896211938722333e-12
493,0.013044821943634901
494,0.1634209327763553
495,0.0015426276061195165
496,3.100974162384746e-06
497,0.9997734998471017
498,5.5809243315340184e-08
499,0.09920389403046809
500,8.143484580395948e-08
501,6.29913695979371e-10
502,0.00032789916448867955
503,2.3129880520752677e-05
504,0.008164205961435933
505,0.9766526183403164
506,0.009607467582801357
507,2.3823356106974282e-07
508,5.984344239902244e-08
509,0.9025223808090408
510,0.032219093597900414
511,0.07452363488117958
512,2.1436936680308518e-07
513,0.000940631023569336
514,0.00417166472714358
515,3.9822834260971834e-05
516,0.9982368043959144
517,7.565547880114782e-05
518,0.07592338271562397
519,0.0017941468806585798
520,7.025374245490805e-05
521,6.62119657324832e-11
522,0.029060697665203833
523,1.971446631683845e-11
524,3.603804278109491e-07
525,1.8964705037608394e-09
526,5.768610868582728e-05
527,2.091222146752356e-05
528,6.75962579945915e-09
529,0.001653464195079283
530,4.433346712232452e-06
531,5.6824216900023986e-08
532,0.000104816573575316
533,4.16390371972741e-06
534,1.1109864372566952e-05
535,0.045807272082651354
536,3.625654232158269e-09
537,6.298006791073887e-08
538,0.08132548654595516
539,0.000823326271538734
540,1.2360170805728107e-06
541,1.6985345348797414e-10
542,1.6542586953615228e-07
543,2.425488865183361e-05
544,3.113201995595291e-08
545,0.0007318378525259167
546,0.01606398405943579
547,4.1312183398748034e-11
548,3.440552178071024e-09
549,0.9353195420303819
550,7.962874679129468e-10
551,0.00012197924320688447
552,0.08224264363221936
553,0.9955778819540407
554,3.2490684517883937e-07
555,7.877283012660376e-09
556,0.012767036847353195
557,0.0004744701210400601
558,1.4357553797980778e-12
559,0.00036031664380207156
560,0.9999649255297168
561,1.1143842308224203e-05
562,2.501759422609148e-06
563,0.013588345674962893
564,1.2520840351163776e-05
565,6.630741876435273e-05
566,4.746135920298886e-09
567,3.6244757976696854e-06
568,0.00023758081752225195
569,2.0494675256885874e-10
570,0.03369602347969729
571,1.4881622123165163e-07
572,0.001729655588214164
573,1.2620505828879895e-08
574,6.533579786294773e-07
575,0.9520645018810394
576,1.057039385136012e-06
577,0.2538847303869832
578,6.119238310661423e-13
579,0.0002753458355359026
580,0.0018584683913264253
581,0.9637620143690704
582,0.9759176355089012
583,5.927524023644249e-08
584,8.423076549614138e-05
585,0.0003643590750490726
586,0.03802896867804774
587,0.0027132017997031034
588,5.1935084813803383e-08
589,8.3795957473332e-05
590,3.5027598272906824e-05
591,8.689746266159057e-13
592,8.208698155794546e-06
593,0.12895985132248994
594,2.941202524792287e-11
595,1.8634853005124174e-10
596,0.00026377123345807654
597,2.447688157072134e-14
598,4.736906515536779e-09
599,2.6586846353142897e-07
600,7.437700247791537e-07
601,0.8941526754007885
602,1.8544127355226518e-06
603,5.5881378700241784e-08
604,5.561879711402969e-06
605,1.4074574497146298e-05
606,7.580763597580643e-10
607,0.0001971821321293091
608,0.0004137055187277401
609,2.874007695781434e-10
610,0.9994811356091804
611,3.908112465512286e-06
612,0.0005481929561951788
613,1.7723983229070548e-07
614,0.007618303358919384
615,1.4139246393947485e-07
616,0.0028214523932975776
617,0.0002314431074684515
618,3.0939316967549184e-10
619,1.2432811785394215e-08
620,0.0006091240503731032
621,0.014542021352082246
622,2.8468968058236114e-07
623,0.9988001566522596
624,3.570298178381902e-13
625,0.9900250480701485
626,1.1326668241497217e-05
627,6.475340391617022e-15
628,7.588304944230781e-05
629,2.5604883763834294e-14
630,0.9997812407711826
631,1.1831450410570566e-07
632,0.0011134955162967449
633,3.9771526051418726e-08
634,0.2901625796228434
635,6.183155426219409e-08
636,9.691488521782111e-10
637,0.0005927526189247067
638,3.788477976473891e-14
639,0.4137862432574057
640,8.677911345510725e-06
641,0.0924213463244816
642,3.273899842407184e-11
643,1.0389052778780517e-05
644,0.5289816082245985
645,8.975981733181853e-06
646,5.72119806289888e-09
647,1.0129096254193513e-09
648,0.16150656731109117
649,0.005273155958558995
650,0.31059668956839676
651,2.992290505365311e-05
652,1.5839233027288972e-09
653,1.280747612604304e-09
654,0.810204902581822
655,1.8532444007845916e-05
656,2.832733275998438e-06
657,0.00016983776107305364
658,0.0025667426275636416
659,1.0944631898323192e-11
660,0.0024451746904051233
661,1.5630141497862885e-06
662,0.0006439389586302034
663,0.5552292813830354
664,0.0023338022233602485
665,0.9748631949218787
666,0.9999847249731251
667,1.4160864506036888e-08
668,5.101516905771723e-10
669,0.0001445191633668441
670,5.505144760589179e-15
671,1.6162885031847605e-10
672,1.426647036561773e-07
673,2.7794548423962853e-06
674,7.891361007009249e-06
675,0.007441299756838813
676,8.448053762407012e-05
677,2.687967296835037e-07
678,7.523827502415545e-10
679,0.03913542184345204
680,0.00030678359251565403
681,2.7558173244689733e-11
682,6.9181171248044485e-12
683,7.520048041584405e-07
684,2.0926750317703435e-12
685,0.013461047456876185
686,1.3820640527581874e-08
687,1.982903050464165e-05
688,1.2996917796547777e-07
689,0.9999935626504173
690,0.011829755996163496
691,0.0008065464658489166
692,1.115615198954381e-05
693,3.858327603072403e-06
694,0.3806869631321879
695,0.9849300544290019
696,0.0019484418297426877
697,5.460134613592586e-10
698,0.010187417520743503
699,3.7928290807713204e-06
700,6.117830702568088e-08
701,1.795666431688606e-09
702,9.74124622303926e-11
703,5.961875015295964e-05
704,5.747338211273398e-06
705,6.639599396111971e-06
706,0.016908596873642313
707,2.0313193349600332e-08
708,2.1361334495769508e-08
709,1.9212112791164796e-06
710,4.4871951875126026e-07
711,0.001687720062800445
712,0.00035816524205663534
713,0.0006572164517433741
714,3.245906093092672e-05
715,2.3813424520978958e-05
716,9.912971533955122e-06
717,1.2173507065906e-07
718,0.03211685169713796
719,0.0031466074746252697
720,0.9988692766790163
721,5.930038372848071e-09
722,4.86246718177532e-06
723,0.5767798952004587
724,0.009566277411349126
725,0.7220394391001427
726,5.774519230347853e-06
727,1.3133271185215413e-09
728,2.190321606764222e-09
729,5.211190212585031e-05
730,0.023897087229343854
731,1.0130887751915604e-05
732,1.087854623419639e-09
733,0.2122423501354168
734,4.245671716999555e-09
735,4.534552925933266e-09
736,4.670726060305983e-07
737,0.00014284570119887653
738,0.19490630947036286
739,0.00019362482637557774
740,0.241274652941639
741,8.986834175313409e-10
742,0.9456196231052238
743,3.2924510295473467e-06
744,0.14306762305012052
745,1.733118137922808e-05
746,1.8392763280031418e-10
747,0.001056757371922065
748,9.08416726173212e-06
749,3.82826310620048e-12
750,1.327791549171909e-05
751,2.2232968473333407e-07
752,2.862824205980582e-06
753,0.00027604692178683085
754,5.7250585048986414e-08
755,0.00012530005211095095
756,6.680737331214187e-06
757,0.0010325758742213466
758,0.00022815913368506773
759,0.019339630518179256
760,2.859705115754288e-13
761,0.00017134476047714472
762,0.0005339055471212569
763,0.9999999999611191
764,0.6383579472383153
765,0.001388041066746265
766,2.8431962882717973e-07
767,2.096524313910976e-09
768,5.6151011826930135e-11
769,5.4496482015920434e-09
770,3.9349741590174374e-06
771,2.4826063635850167e-07
772,1.0807858976494622e-05
773,0.0010121376321284349
774,0.004355148647957627
775,1.9029053095886683e-05
776,0.06748560104273024
777,0.00039171362198727936
778,0.9997632624832016
779,2.1034191740218097e-13
780,0.995414031846658
781,2.413642415261777e-07
782,0.2088968246709181
783,1.6192019289739294e-07
784,1.903576636412599e-05
785,1.4672129200772733e-06
786,9.53051060623317e-10
787,0.4133056192435264
788,4.113372719977099e-11
789,3.1836688397860053e-06
790,0.006311759718899148
791,6.379216643278818e-07
792,8.757501494437102e-08
793,0.00045759532643398736
794,1.0487298652571514e-11
795,1.291332115998002e-11
796,5.171292456536929e-05
797,1.7679008885341453e-10
798,2.847777046204444e-05
799,1.0324570917728876e-09
800,4.848831901903066e-08
801,6.91339321445704e-08
802,1.70781649937368e-08
803,0.7797621370263065
804,3.485653237539818e-07
805,1.5024311582784472e-08
806,0.00023278593776868503
807,0.004800571986846642
808,0.7083114547659487
809,1.2992506200531543e-07
810,3.706475964979003e-08
811,0.00020262556577874913
812,1.7064532471969413e-07
813,2.210030998190207e-05
814,1.2450712169953005e-07
815,0.6618415886428766
816,0.017326077432105937
817,0.007960091981604666
818,0.061322062694549956
819,5.6442108143515185e-12
820,2.9940893284979343e-06
821,1.3911747948054175e-07
822,0.0016570484915163863
823,0.03243626765872915
824,1.1856452635308547e-06
825,4.831459371952823e-09
826,1.2867202046893214e-10
827,3.2288757902296342e-09
828,2.782588844427784e-06
829,2.039521517986683e-10
830,0.22931383462232272
831,0.9980279822454013
832,4.664235258014576e-06
833,0.12038443545424964
834,7.460209389599761e-07
835,5.40337166857694e-10
836,0.00011675336839864527
837,5.146311967305914e-05
838,0.0018646651501696416
839,1.002499980106847e-05
840,1.3045010242843203e-05
841,0.005488094424333365
842,0.1582524392107855
843,2.2974754398354892e-05
844,1.9228727465133098e-05
845,0.00016497444718705493
846,0.00021288755036894395
847,0.0004948761038753927
848,2.2268749923107786e-06
849,4.116244921012514e-09
850,8.008479897272787e-07
851,0.8354633167017201
852,4.853342556711947e-05
853,7.922841545367052e-06
854,0.00018446491421862026
855,0.9742751179524198
856,4.090246528440941e-05
857,0.0005916879474704557
858,0.12249003937090568
859,0.001263427725204599
860,0.4012531153008156
861,0.00018223488371634755
862,0.012789327202777251
863,6.759025683019874e-07
864,0.00015216600440086356
865,9.397117437468437e-08
866,2.5212713461202165e-07
867,2.524143026251706e-10
868,1.3321477163502712e-06
869,7.869311551783827e-05
870,0.6367201528303036
871,9.94910491241795e-07
872,0.0108299499293488
873,0.00029590402570726666
874,4.125212597166327e-05
875,4.042379206626776e-08
876,1.3009623216300188e-07
877,0.6805335219743024
878,4.4394687237876286e-06
879,0.008308778939265108
880,0.0020561302674119144
881,0.062362873736252274
882,0.005614539021248118
883,0.23350402039850418
884,5.226174708668295e-09
885,9.220121129264821e-06
886,7.81176287048426e-13
887,0.406652590021376
888,1.5035709665252922e-06
889,3.5838345759183456e-05
890,0.0007151800751110589
891,0.0019803285699800336
892,1.8533183449991575e-06
893,0.0003064494511603617
894,6.055915020546217e-06
895,0.00027181842606931287
896,0.07874200876093441
897,3.639068058182079e-07
898,5.0702904085996946e-06
899,0.9992799163521735
900,2.631173284533946e-10
901,4.020998174522728e-12
902,3.886509441779742e-07
903,2.936436780741502e-12
904,1.1325657112652278e-09
905,3.1461976663164425e-06
906,4.9032023224338116e-05
907,0.0030938764955931335
908,1.6400745365154287e-07
909,0.02159384868412333
910,8.102190891923795e-05
911,0.002470802564830313
912,0.0022666559287997027
913,3.7625408795612004e-08
914,3.871157693189715e-06
915,0.00012232207830141858
916,3.682823426866527e-08
917,7.51950667087027e-08
918,0.649262185042364
919,1.3457893170372993e-05
920,5.075542205215511e-09
921,0.012479279437508834
922,3.2783597260439105e-10
923,0.0006492700374098544
924,3.0463377497861725e-10
925,4.8216912931841276e-05
926,0.9963945039955618
927,0.9932492911437518
928,6.202428105785502e-08
929,0.013466516838559418
930,7.1528633600207724e-06
931,9.30163051406133e-09
932,6.806823540774048e-10
933,3.992628097590147e-06
934,4.894524969772958e-09
935,0.02788919163735791
936,2.486514586995645e-09
937,3.788085317245175e-08
938,2.4993486510569054e-08
939,2.450176523827453e-06
940,0.010325383378995568
941,0.9803971532198203
942,0.9644479466258127
943,0.00032566385917112803
944,7.211380389367373e-06
945,9.108932553525868e-05
946,4.090827865413295e-06
947,7.737635134594178e-10
948,1.6513599207424543e-05
949,1.3204489000239639e-06
950,4.523507810813102e-07
951,1.0801713109705074e-11
952,2.489603026248069e-08
953,9.88731172526011e-05
954,2.932758325570452e-07
955,3.656356613312525e-14
956,0.1622601346927123
957,8.433361555192187e-06
958,1.5284520524448463e-13
959,1.8907969465943466e-12
960,1.3423859789371466e-10
961,2.474204963955716e-07
962,4.0528175313078645e-05
963,1.5860236284803707e-06
964,2.10903722462505e-11
965,0.8856800865838979
966,0.020635267310898403
967,2.1438302966794268e-05
968,0.057456234190049
969,0.0011405717294013821
970,0.000595773458562997
971,0.0006498387076311702
972,4.7456871972877964e-05
973,0.08417381957032764
974,1.4487086092062324e-06
975,0.0002516038286933604
976,3.7512558231056915e-11
977,0.0010007122137122334
978,6.9925616056649016e-12
979,0.0006465041208660905
980,0.06836545500285568
981,8.335952055467613e-05
982,0.3072952427051933
983,8.930053160896059e-07
984,1.53079289057591e-08
985,0.0006294169654140589
986,5.371888092872332e-08
987,0.0013392159893639431
988,8.080965940625653e-10
989,0.359506202116506
990,0.059769107671703
991,0.0071567023750941285
992,0.00446814599971504
993,3.4970973244571684e-05
994,5.070105977617578e-06
995,7.834458302058476e-06
996,5.001635839932149e-09
997,3.7809954113792994e-13
998,2.2251499961631263e-07
999,0.03898113057760569
